id,sex,weight,svl
BGS-3698,M,14.7,26.1
BGS-3699,F,55.75,43.25
BGS-3700,F,47,41.2
BGS-3701,M,25,32
BGS-3702,F,36,35
BGS-3703,F,37.5,36.3
BGS-3704,F,25.05,32.95
BGS-3705,F,31,35
BGS-3706,F,29.4,36.5
BGS-3707,F,29.05,32.4625
BGS-3708,F,36.65,33.5
BGS-3710,F,31.1,35.9
BGS-3711,F,36.9,35.7
BGS-3712,F,38.25,39.55
BGS-3713,F,28,35
BGS-3714,M,28.2,34.4
BGS-3715,F,38.7,37.3
BGS-3716,F,31,33.1
BGS-3717,M,26.5,36.1
BGS-3718,F,28.6,33.4
BGS-3719,F,32,37.4
BGS-3720,M,23,33.3
BGS-3721,F,31,32.43333333
BGS-3722,M,21,34.3
BGS-3723,F,24.4,31.4
BGS-3724,F,28.8,34.3
BGS-3725,M,23.5,34.2
BGS-3726,F,40,38.6
BGS-3727,F,30.24,33.75
BGS-3728,F,22.8,30.5
BGS-3729,F,53,42.7
BGS-3730,M,24.76666667,32.66666667
BGS-3731,F,29.7,33.5
BGS-3732,M,24.1,32
BGS-3733,M,28.75,36.45
BGS-3734,F,46.63333333,40.86666667
BGS-3735,F,35.5,33.8
BGS-3736,F,46.23333333,34.65
BGS-3737,F,36.5,35.3
BGS-3738,F,37.9,37.6
BGS-3739,M,21.8,30.6
BGS-374,F,29.5,34.1
BGS-3740,M,22.8,31.85
BGS-3741,F,43.5,36
BGS-3742,M,31.4,35.7
BGS-3743,M,23.525,31.95
BGS-3744,F,45.08,35.88
BGS-3745,F,44.31666667,35.4
BGS-3746,M,34.1,35.9
BGS-3747,M,34.7,36.2
BGS-3748,M,29.4,33.85
BGS-3749,F,47.5,36.9
BGS-3750,F,52.55,37.15
BGS-3751,F,51.75,40.25
BGS-3752,M,22.8,31.4
BGS-3753,F,40.86666667,34.6
BGS-3754,F,31.5,34.2
BGS-3755,M,27.95,35
BGS-3756,F,38.4,35.4
BGS-3757,F,26.7,32.1
BGS-3758,F,41.7,35.3
BGS-3759,F,41.6,33.9
BGS-376,F,50.16666667,36.46666667
BGS-3760,M,29.43333333,33.6
BGS-3761,F,43.7,36.35
BGS-3762,F,53.875,39.1
BGS-3763,M,30.05,33.65
BGS-3764,F,39.7,35.4
BGS-3765,F,45,38.8
BGS-3766,F,46.55,38.4
BGS-3767,F,64.58333333,43.85
BGS-3768,F,40.5,35.7
BGS-3769,F,42,36
BGS-3770,F,42,37.45
BGS-3771,F,40.5,34.5
BGS-3772,M,24.5,31.5
BGS-3773,M,26.25,34.75
BGS-3774,F,30.4,34.8
BGS-3775,F,61,40.4
BGS-3776,F,54.75,36.9
BGS-3777,M,23.7,32.2
BGS-3778,F,51.96,39.14
BGS-3779,F,61.125,39.15
BGS-3780,F,54,36.8
BGS-3781,F,44.7,35.1
BGS-3782,M,25.2,31.8
BGS-3783,M,20,34.6
BGS-3784,M,29.5,34
BGS-3785,M,29.75,35.25
BGS-3786,M,23.5,30.5
BGS-3787,M,37.5,36.3
BGS-3788,F,40.5,34.1
BGS-3789,F,47.1,35.4
BGS-3790,M,30,33.6
BGS-3791,F,20.85,29.65
BGS-3792,F,20.35,28.35
BGS-3793,F,20.5,29.5
BGS-3794,F,55.5,38.4
BGS-3795,F,67.5,42.85
BGS-3796,M,30,32.5
BGS-3797,F,21.2,28.3
BGS-3798,M,20,29
BGS-3799,F,36.5,35.1
BGS-380,F,64.5,41.5
BGS-3800,F,23.5,33
BGS-3801,F,53,38.2
BGS-3802,M,33.5,39
BGS-3803,M,34.7,34.8
BGS-3804,F,69.5,42.8
BGS-3805,M,33,39
BGS-3806,M,27.5,33.7
BGS-3807,F,83.5,46.1
BGS-3808,F,71.5,39.8
BGS-3809,F,70.5,39.9
BGS-3810,F,57.5,39.1
BGS-3811,F,69.5,41.1
BGS-3812,M,20.7,31.9
BGS-3813,F,35.7,34.8
BGS-3814,M,22.5,31.6
BGS-3815,M,26.3,32
BGS-3816,F,62.45,40.9
BGS-3817,F,48.83333333,36.23333333
BGS-3818,F,25.75,33.25
BGS-3819,F,43.5,35
BGS-382,F,44.66666667,38.06666667
BGS-3820,F,22,33.6
BGS-3821,M,25.5,32.4
BGS-3822,F,23.5,33.5
BGS-3823,M,22.5,31.8
BGS-3824,F,32.3,40
BGS-3825,M,26.2,33.6
BGS-3826,F,29.5,33.6
BGS-3827,F,24,33.4
BGS-3828,M,22,33.6
BGS-3829,F,45.5,37.4
BGS-3830,M,21.6,30.5
BGS-3831,M,22,32
BGS-3832,F,38.5,34.6
BGS-3833,M,29.3,33.3
BGS-3834,M,28.5,31
BGS-3835,M,22.75,31.4
BGS-3836,F,34.5,34.9
BGS-3837,F,34.8,36.4
BGS-3838,F,42.5,36.1
BGS-3839,M,23.4,31.4
BGS-389,M,25.35,35.85
BGS-393,F,37.41666667,33.42
BGS-395,F,54.65,38.55
BGS-396,F,44.68,37.25
BGS-397,M,28.5,36.1
BGS-399,F,29.5,35.2
BGS-402,F,52,38.1
BGS-403,F,42.5,38.5
BGS-405,F,37.65,32.8
BGS-409,F,70.3,39.1
BGS-412,F,49.6,42.2
BGS-413,M,23.8,34.5
BGS-416,F,53.36666667,39.53333333
BGS-417,M,22.75,34.5
BGS-420,F,39,38.6
BGS-422,F,47.6,35.93333333
BGS-425,F,39.8,35.35
BGS-426,M,28.4,36.6
BGS-427,F,81.5,49.9
BGS-436,F,43.25,35.3
BGS-437,M,20,32.2
BGS-438,M,20,33.1
BGS-439,M,23.8,36.26666667
BGS-440,M,18,32.6
BGS-441,F,37,39.8
BGS-442,F,52.5,44.1
BGS-443,M,16.5,32
BGS-445,M,22.55,34.6375
BGS-446,M,23.5,38.2
BGS-447,M,9.6,24.2
BGS-448,F,5.9,18.9
BGS-451,M,20,33.3
BGS-452,M,27.5,38.2
BGS-453,M,30.5,40
BGS-454,M,27,38
BGS-455,M,30.85,38
BGS-456,M,33.55,38.35
BGS-457,F,33,37
BGS-458,F,41.75,37.55
BGS-459,F,31.8,34.8
BGS-460,M,13.3,27.6
BGS-461,M,8.9,23.8
BGS-462,F,43.5,36.86666667
BGS-463,M,7.4,21.6
BGS-464,F,9.8,23.7
BGS-465,F,48,40.75
BGS-466,M,8.1,22.5
BGS-467,F,16.03333333,28.73333333
BGS-468,M,15.5,27.5
BGS-469,F,7.683333333,20.94
BGS-470,M,12.5,24.6
BGS-472,M,31.75,37.05
BGS-473,F,64,46.4
BGS-474,F,52,39.4
BGS-475,F,47.5,39.1
BGS-476,M,15.05,27.05
BGS-477,M,21.25,35.45
BGS-478,M,14.5,24.5
BGS-479,F,7,19.2
BGS-480,F,11,23.8
BGS-481,M,9,23.4
BGS-482,F,34,34.6
BGS-483,M,8.1,21.7
BGS-484,M,6.6,21.6
BGS-485,M,6.9,21
BGS-486,M,6.033333333,19.73333333
BGS-487,F,9.25,23.7
BGS-488,F,8.5,22.3
BGS-489,F,58.625,40.125
BGS-490,F,23.6,30.6
BGS-491,F,37.5,38
BGS-492,M,11.2,24.9
BGS-493,F,65,43.4
BGS-494,M,27.5,36.75
BGS-495,M,12.5,23.4
BGS-496,M,16.5,28.65
BGS-497,M,7.7,21.3
BGS-498,F,8.6,22.5
BGS-499,F,51,38.5
BGS-500,F,43,38.55
BGS-501,M,11.75,25.85
BGS-502,F,5.1,20
BGS-503,F,8,20.6
BGS-504,M,11.4,24.4
BGS-505,F,9.3,23
BGS-506,F,8.3,23
BGS-507,F,12.5,25.6
BGS-508,F,51.5,40.6
BGS-509,F,8.4,23.1
BGS-510,F,12.1,25.3
BGS-511,F,52.11666667,40.8
BGS-512,F,49.625,40.13333333
BGS-513,F,20,30
BGS-514,F,44,37.8
BGS-515,F,31,33.3
BGS-516,F,6.5,19.6
BGS-517,M,27,36.16666667
BGS-518,F,22.5,30.15
BGS-519,M,4.8,19.4
BGS-520,M,18.52,30
BGS-521,F,7.9,21.5
BGS-522,F,20,28.1
BGS-523,M,20.16666667,31.06666667
BGS-524,F,11.86666667,25.6
BGS-525,F,7.4,20.2
BGS-526,M,17.85,29.3
BGS-527,F,8.4,22
BGS-528,F,28.66666667,34.6
BGS-529,F,13.15,24.8
BGS-530,F,63,44.2
BGS-531,F,51.55,39.6
BGS-532,M,20.55,31.1
BGS-533,M,31.02,37.72
BGS-534,F,42.62,37.6
BGS-535,F,15.9,28.03333333
BGS-536,M,12.9,25.05
BGS-537,F,9.3,23.9
BGS-538,F,17.96666667,29.33333333
BGS-539,F,10.65,24.8
BGS-540,F,25.04,30.56
BGS-541,M,19.5,33.1
BGS-543,M,20.52,31.825
BGS-544,F,14.6,27.13333333
BGS-545,F,19.525,32.6
BGS-546,M,9.8,23.5
BGS-547,M,11.95,24.85
BGS-549,M,23,35.5
BGS-550,F,53.5,42.1
BGS-551,M,22.8,32.33333333
BGS-552,M,14.6,28.85
BGS-553,M,33.33333333,37.2
BGS-554,M,22.6,33.5
BGS-555,M,6.2,21.7
BGS-556,F,6.3,20.5
BGS-557,F,42.15,37.2
BGS-558,F,28.16666667,32.46666667
BGS-559,M,7.5,20.9
BGS-560,M,7.6,20.5
BGS-561,F,12.9,25.175
BGS-562,M,15.13333333,27.03333333
BGS-563,M,18.75,30.15
BGS-564,M,6.4,20
BGS-565,F,18.3,28.1
BGS-566,F,13,25
BGS-567,M,10.1,23.5
BGS-568,F,21.83333333,28.76666667
BGS-569,M,24.85,32.6
BGS-570,F,10.4,25.5
BGS-571,F,10.55,23.25
BGS-572,F,7.933333333,21.36666667
BGS-573,M,9.9,21.5
BGS-574,M,26.4,32.2
BGS-576,M,19.075,28.75
BGS-577,F,13.5,24.5
BGS-578,F,22.8,29.95
BGS-579,F,14.9,26.5
BGS-580,M,25.45,34.95
BGS-581,F,12.3,25.4
BGS-582,M,17,27.7
BGS-583,M,25.75,34.5
BGS-584,M,15.4,26.83333333
BGS-585,F,12.6,25.7
BGS-586,M,19.5,30.4
BGS-587,M,29.35,37.25
BGS-588,M,16.3,27.8
BGS-589,M,12.65,25.9
BGS-590,F,12.9,23.9
BGS-591,M,15.3,28.26666667
BGS-592,M,8.35,21.85
BGS-593,M,18.35,30.95
BGS-594,M,14.8,26.15
BGS-595,F,13,25.1
BGS-596,M,22.5,33.1
BGS-597,F,29.05,33.05
BGS-598,M,16.1,28.7
BGS-599,F,57.1,40.3
BGS-600,F,9.7,24.3
BGS-601,M,38.05,38.3
BGS-602,F,13.2,27.4
BGS-603,F,42.2,37.3
BGS-604,F,10.1,23
BGS-605,F,12.8,36.5
BGS-606,F,34.35,34.05
BGS-607,M,10.7,23.1
BGS-608,M,22,31.6
BGS-609,F,7.8,22.1
BGS-610,M,10.9,23.6
BGS-611,M,14.7,26.8
BGS-612,M,13.2,25.5
BGS-613,M,23.7,32.8
BGS-614,F,31.3,32.35
BGS-615,F,9.2,22.4
BGS-616,F,31.5,36.2
BGS-617,F,4.3,19
BGS-618,F,41.2,36.75
BGS-619,F,22.5,31.5
BGS-620,M,39.45,42.9
BGS-621,M,17.5,29.95
BGS-622,M,20,31.2
BGS-623,M,7.8,21.5
BGS-624,F,37,36.7
BGS-625,M,36.55,40
BGS-626,F,24.55,31.6
BGS-627,F,36.5,37.1
BGS-628,M,11.5,24.5
BGS-629,M,36,38
BGS-630,M,13,24.6
BGS-631,F,86,44
BGS-632,M,15,27.1
BGS-633,M,18,28
BGS-634,M,35,38.75
BGS-635,M,34,35.65
BGS-636,F,17.5,28.5
BGS-637,M,45.1,38.65
BGS-638,F,49.15,40.975
BGS-639,F,39,35.1
BGS-640,F,49,39.5
BGS-641,M,29.1,36.4
BGS-642,F,35,37.5
BGS-643,F,36,37.5
BGS-644,M,11.1,23.5
BGS-645,F,39.5,34.5
BGS-646,F,49.5,36.5
BGS-647,M,9.1,21.8
BGS-648,F,14.15,27.2
BGS-649,F,13.9,24.4
BGS-650,F,50,38
BGS-651,M,29,37.9
BGS-652,F,21.6,29.8
BGS-653,M,34,36.7
BGS-654,F,12.8,26.3
BGS-655,F,12.5,26
BGS-656,M,28.5,35
BGS-657,F,26.4,32.2
BGS-658,F,23.51666667,31.26
BGS-659,F,10.5,23.4
BGS-660,M,19.05,29.75
BGS-661,F,46.21666667,39.2
BGS-662,M,15.9,27.1
BGS-663,M,36.9,40
BGS-664,M,20,29.2
BGS-665,F,44.175,37.075
BGS-666,F,48.36666667,45.76666667
BGS-667,M,14.8,28.1
BGS-668,M,20.9,29.8
BGS-669,F,11.9,26.6
BGS-670,M,10.4,24.1
BGS-671,F,29,34.35
BGS-672,F,15.4,28.8
BGS-673,F,15.2,28.2
BGS-674,M,14.2,26.1
BGS-675,F,48.9,39.6
BGS-676,M,18.7,29.55
BGS-677,F,16.2,27.6
BGS-678,M,24.93333333,33.83333333
BGS-679a,F,27.86666667,33.8
BGS-679b,F,15.5,28.4
BGS-680,M,34.1,36
BGS-681,M,15.2,28.5
BGS-682,M,15.65,28.1
BGS-683,M,14.4,26.2
BGS-684,F,12.1,27.7
BGS-685,F,17.96666667,28.63333333
BGS-686,M,30.9,36.7
BGS-687,M,33.6,30
BGS-688,F,12.5,27.5
BGS-689,F,11.1,25.2
BGS-690,M,14.5,29
BGS-691,M,13.3,30
BGS-692,F,46.5,40.5
BGS-693,M,19.95,31.6
BGS-694,F,17,30.1
BGS-695,F,25.275,32.8
BGS-696,F,33.5,32.8
BGS-697,M,29,36.9
BGS-698,F,37.86666667,38.23333333
BGS-699,F,39,36
BGS-700,F,60.5,42.3
BGS-701,F,60.3,41.6
BGS-702,F,11.5,25.8
BGS-703,F,55.5,39.2
BGS-704,F,7.8,22
BGS-705,F,43.5,40.1
BGS-706,M,8.5,23.7
BGS-707,F,69.5,45
BGS-708,F,44.5,37.7
BGS-709,F,68.5,44
BGS-710,F,50.5,38.9
BGS-711,M,27.5,35.4
BGS-712,F,33.5,33.4
BGS-713,F,11.1,25.5
BGS-714,M,10.9,25.3
BGS-715,M,13,27.4
BGS-716,F,12,25.2
BGS-717,F,61.5,44.5
BGS-719,M,31,38.3
BGS-720,F,23.85,31.4
BGS-721,F,86.7,43.6
BGS-722,F,18,28.5
BGS-724,F,14.4,26.7
BGS-725,M,21.8,31.45
BGS-726,F,19.4,29.96666667
BGS-727,M,13,26.4
BGS-728,F,48,37.1
BGS-729,F,26.2,33.4
BGS-730,F,17.5,29.6
BGS-731,F,32.21666667,34.43333333
BGS-732,M,20.075,31.53333333
BGS-733,F,17,30.3
BGS-734,F,41.75,42.2
BGS-735,M,24,33.4
BGS-736,F,22,31.4
BGS-737,F,17.5,30.1
BGS-738,F,20,30.9
BGS-739,F,82,45.8
BGS-740,M,15.75,27.25
BGS-741,F,23,32.75
BGS-742,M,20.46666667,31.56666667
BGS-743,F,6.2,21.4
BGS-744,M,34.5,37.6
BGS-745,F,37.5,37.76666667
BGS-746,F,18.45,29.15
BGS-747,F,50,41.9
BGS-748,M,40,37.4
BGS-749,F,18.5,20.3
BGS-750,M,10.5,25.5
BGS-751,M,30.16666667,35.76666667
BGS-752,F,78.65,42.8
BGS-753,M,22.25,29.15
BGS-754,M,10.9,25
BGS-755,M,20,34.6
BGS-756,M,18.75,32
BGS-757,F,21,32.9
BGS-758,M,34.5,38.3
BGS-759,F,36,35
BGS-760,F,25.5,32.1
BGS-762,F,39.3,36.5
BGS-763,F,42,34.4
BGS-764,F,40,35
BGS-765,F,35.4,35.4
BGS-766,F,48.4,37.25
BGS-767,M,10.8,24.7
BGS-768,F,12.4,26.4
BGS-769,M,37.5,39.4
BGS-770,F,13,26.4
BGS-771,F,32.3,34.2
BGS-772,M,30.15,35.6
BGS-773,F,41,35.3
BGS-774,F,34.6,33
BGS-775,F,37.7,36.05
BGS-776,M,15.8,27.6
BGS-777,M,11.7,24.6
BGS-778,M,17.4,30
BGS-779,F,47,38.03333333
BGS-780,M,8.1,24.8
BGS-781,M,29.75,40.35
BGS-782,M,18,30.6
BGS-783,F,64.3,41.3
BGS-784,M,18.5,29.6
BGS-785,M,36.8,37
BGS-786,F,8.9,23.6
BGS-787,F,47,41.5
BGS-788,M,23,32.73333333
BGS-789,F,32,34.9
BGS-790,M,35,39.5
BGS-791,M,23.41666667,35.1
BGS-792,F,42.5,39.6
BGS-793,M,27,32.9
BGS-794,F,51.5,38.2
BGS-795,F,35,34.9
BGS-796,F,44.25,37.75
BGS-797,F,44,35.9
BGS-798,F,61.56666667,39.63333333
BGS-799,M,16,29.8
BGS-8,F,53,38
BGS-800,M,20.4,20.5
BGS-801,F,12.5,25.3
BGS-802,M,11.5,26.8
BGS-803,F,17.1,28.9
BGS-804,M,14,28
BGS-806,F,77.5,65.3
BGS-807,F,99.7,49.6
BGS-808,M,32.1,36
BGS-809,F,53.6,41.5
BGS-810,F,45.4,40
BGS-811,M,20,29.8
BGS-812,F,46.9,37.4
BGS-813,F,42.46666667,35.26666667
BGS-814,F,14.4,28
BGS-815,M,18.5,30
BGS-816,M,17.5,29
BGS-817,F,30.53333333,35
BGS-818,F,22.5,31.2
BGS-819,F,54,40.2
BGS-820,F,38.4,38.3
BGS-821,F,48.6,40.5
BGS-822,F,20,30.4
BGS-823,F,96.7,47.8
BGS-824,M,16.6,28.8
BGS-825,F,27.4,30.55
BGS-826,F,65.7,42.4
BGS-827,M,12.6,27.1
BGS-828,F,14.7,29.5
BGS-829,F,28.6,33.2
BGS-830,F,56.7,37.6
BGS-831,F,67.1,40.5
BGS-832,F,53.1,39.2
BGS-833,F,71.5,33.4
BGS-834,F,47.4,36.4
BGS-835,F,93,37.2
BGS-836,M,17,29.5
BGS-837,M,15.9,28
BGS-838,M,25.08,33.5
BGS-839,F,65.5,41
BGS-840,F,51.43333333,39.56666667
BGS-841,M,16.6,29.1
BGS-842,F,26.5,33.3
BGS-843,F,24,32.95
BGS-844,F,24.9,23.6
BGS-845,M,31.4,36.4
BGS-846,F,33.4,36.1
BGS-847,F,41,34.9
BGS-848,F,47.8,36.3
BGS-849,F,71.6,43.8
BGS-850,F,37.2,34.5
BGS-851,F,52.6,39
BGS-852,F,23.55,30.25
BGS-853,F,31.7,35.15
BGS-854,F,22.9,33.6
BGS-855,M,25.25,31.23333333
BGS-856,M,27.8,34.8
BGS-857,F,17.2,30.7
BGS-858,F,48.8,38.5
BGS-859,M,28.96666667,37.36666667
BGS-860,F,39.5,37.2
BGS-861,F,74,37.2
BGS-862,F,31,35.5
BGS-863,M,14,28.3
BGS-864,M,20,30.2
BGS-865,F,31.6,34.5
BGS-866,F,39.6,35.6
BGS-867,M,22.6,32.1
BGS-869,F,19.6,32.5
BGS-870,F,65.4,38.5
BGS-871,M,4,17.1
BGS-872,M,16,25.9
BGS-873,F,8.6,24.1
BGS-875,F,54.1,44.5
BGS-876,M,26.8,33.2
BGS-877,M,17.6,30.5
BGS-878,M,21.2,30.6
BGS-879,F,26.7,33.3
BGS-880,F,27,34.4
BGS-881,F,5.8,19.7
BGS-882,M,3.1,15.3
BGS-883,F,2.8,15.5
BGS-884,M,2.6,14.4
BGS-885,M,2.8,13.3
BGS-886,F,3,15.2
BGS-887,F,3.45,15.8
BGS-888,M,3.1,16.6
BGS-889,F,4.65,17.45
BGS-890,M,3.3,16
BGS-891,F,3.1,15.6
BGS-892,F,5.5,18.1
BGS-893,F,4.1,17
BGS-894,F,4.6,17.5
BGS-895,M,3,15
BGS-896,M,22,31.3
BGS-897,F,22.2,32.65
BGS-898,M,4.1,17.1
BGS-899,F,6.75,19.6
BGS-900,M,3,15.1
BGS-901,M,23.3,34.6
BGS-902,F,49.75,37.35
BGS-903,F,3.2,15.9
BGS-904,F,7,21
BGS-905,F,4.6,7.2
BGS-906,F,6.62,20
BGS-907,F,3,16.8
BGS-908,M,3.1,15.9
BGS-909,M,5.65,19.75
BGS-910,M,3.1,15.6
BGS-911,M,4.8,16.8
BGS-912,F,4.65,19.45
BGS-913,F,45,41.5
BGS-914,F,45.8,42.7
BGS-915,F,6.15,19.6
BGS-916,M,5.2,19
BGS-917,F,17.5,31
BGS-918,M,20,33.6
BGS-919,M,4.1,16.7
BGS-920,F,4.6,18.1
BGS-921,M,9.4,23.16666667
BGS-922,M,3,16.5
BGS-923,M,5.1,18.1
BGS-924,F,3.8,17
BGS-925,M,31,35.9
BGS-926,F,20,30.6
BGS-927,F,3.5,17.3
BGS-928,M,6,19.1
BGS-929,F,5.2,18.2
BGS-930,F,6.6,19.8
BGS-931,M,23.7,34
BGS-932,F,13,25.05
BGS-933,F,9.5,23.1
BGS-934,F,42.8,40.93333333
BGS-935,F,26.5,33.5
BGS-936,M,6.34,22.125
BGS-937,M,4.2,17.2
BGS-938,F,6.8,21.3
BGS-939,M,46.5,42.2
BGS-940,M,20,31.5
BGS-941,M,4.3,17.55
BGS-942,F,4,16.8
BGS-943,M,3,16.2
BGS-944,M,3.4,16
BGS-945,M,6.1,20.7
BGS-946,M,26.6,34
BGS-947,M,22.8,33.2
BGS-948,M,26.7,32.5
BGS-949,F,28.35,35.25
BGS-950,M,20,29
BGS-951,M,4.425,18.1
BGS-952,M,6.5,20.9
BGS-953,F,7.95,21.95
BGS-954,F,4.2,17
BGS-955,F,6,19.6
BGS-956,M,4.1,17.5
BGS-957,M,4.266666667,16.76666667
BGS-958,F,6.45,20.15
BGS-959,F,7.4,19.9
BGS-960,M,4.2,18.2
BGS-961,F,54.2,43
BGS-962,M,3.9,16.8
BGS-963,F,4.6,18
BGS-964,F,6.8,20.7
BGS-965,M,25.6,35.5
BGS-966,F,52.5,42.2
BGS-967,M,28.8,35.3
BGS-968,F,6.833333333,21.43333333
BGS-969,F,38.2,38.7
BGS-970,M,8.2,22.06666667
BGS-971,F,6.3,21.35
BGS-972,M,5.2,20
BGS-973,F,24.84,27.56
BGS-974,F,7.8,22.26666667
BGS-975,F,14.125,26.825
BGS-976,F,2.8,16.8
BGS-977,M,5.35,20
BGS-978,M,5.4,19
BGS-979,F,5.3,19
BGS-980,F,5.1,19
BGS-981,F,46.1,40
BGS-982,M,5.2,19.5
BGS-983,F,33.6,37.6
BGS-984,F,5.4,18.4
BGS-985,F,11.3,23.55
BGS-986,M,7.75,21.75
BGS-987,M,26.7,34.5
BGS-988,F,6.2,21
BGS-989,F,7.8,21.75
BGS-990,M,20.5,31.5
BGS-991,F,5.4,19.7
BGS-992,M,2.9,19.5
BGS-993,F,55.4,44
BGS-994,F,8.9,22.5
BGS-995,F,5.1,20
BGS-996,F,43.825,38.33333333
BGS-997,M,5.3,19.1
BGS-998,F,5.7,20
BGS-999,F,5.25,20.25
